Gene Name,Gene Symbol,Chromosome,Entrez GeneId,NCBI Accession Number,MGI Marker AccessionId,SwissProt Accession Number,GENSAT Number
"RIKEN cDNA 9330176C04 gene","9330176C04Rik","9","109280","NM_175420","MGI:1924762","",""
"hypothetical protein 9330178D15","9330178D15","3","329780","XM_489032","","",""
"hypothetical protein 9330180I18","9330180I18","7","243866","XM_485874","","",""
"RIKEN cDNA 9330180L21 gene","9330180L21Rik","14","77268","NM_175254","MGI:1924518","",""
"RIKEN cDNA 9330181H08 gene (non-RefSeq)","9330181H08Rik*","","0","9330181H08","","",""
"RIKEN cDNA 9330182L06 gene","9330182L06Rik","5","231014","NM_172706","MGI:2443264","",""
"RIKEN cDNA 9330182O14 gene","9330182O14Rik","15","328531","XM_488741","MGI:3045378","",""
"RIKEN cDNA 9330185C12 gene","9330185C12Rik","1","77511","XM_622276","MGI:1924761","",""
"RIKEN cDNA 9330188P03 gene","9330188P03Rik","14","380930","XM_358467","MGI:2686435","",""
"RIKEN cDNA 9330190I03 gene (non-RefSeq)","9330190I03Rik*","","0","9330190I03","","",""
"RIKEN cDNA 9330190M22 gene (non-RefSeq)","9330190M22Rik*","","0","9330190M22","","",""
"RIKEN cDNA 9330199L01 gene (non-RefSeq)","9330199L01Rik*","","0","9330199L01","","",""
"RIKEN cDNA 9330209B10 gene (non-RefSeq)","9330209B10Rik*","","0","9330209B10","","",""
"RIKEN cDNA 9430004M15 gene (non-RefSeq)","9430004M15Rik*","","0","9430004M15","","",""
"RIKEN cDNA 9430006C24 gene (non-RefSeq)","9430006C24Rik*","","0","9430006C24","","",""
"RIKEN cDNA 9430007A20 gene","9430007A20Rik","4","381572","NM_198662","MGI:2685880","",""
"RIKEN cDNA 9430008C03 gene","9430008C03Rik","2","68108","XM_149251","MGI:1915358","",""
"RIKEN cDNA 9430010O03 gene","9430010O03Rik","8","234023","NM_176849","MGI:2442985","",""
"RIKEN cDNA 9430015G10 gene","9430015G10Rik","4","230996","NM_145557","MGI:2444364","",""
"RIKEN cDNA 9430016H08 gene","9430016H08Rik","1","68115","XM_283579","MGI:1915365","",""
"RIKEN cDNA 9430018F04 gene (non-RefSeq)","9430018F04Rik*","","0","9430018F04","","",""
"RIKEN cDNA 9430020E10 gene (non-RefSeq)","9430020E10Rik*","","0","9430020E10","","",""
"RIKEN cDNA 9430020K01 gene","9430020K01Rik","18","240185","XM_140198","MGI:2685174","",""
"RIKEN cDNA 9430022F06 gene","9430022F06Rik","18","225152","NM_153086","MGI:2444990","",""
"RIKEN cDNA 9430023L20 gene","9430023L20Rik","15","68118","NM_026566","MGI:1915368","",""
"RIKEN cDNA 9430024E24 gene","9430024E24Rik","2","77257","XM_149113","MGI:1924507","",""
"RIKEN cDNA 9430025C20 gene","9430025C20Rik","","442813","NM_001002777","MGI:3045277","",""
"RIKEN cDNA 9430025M13 gene","9430025M13Rik","7","233147","XM_133396","MGI:3036240","",""
"RIKEN cDNA 9430028L06 gene","9430028L06Rik","18","225617","NM_172629","MGI:2442541","Q8CD54",""
"RIKEN cDNA 9430029A11 gene","9430029A11Rik","6","330283","NM_177881","MGI:3045237","",""
"RIKEN cDNA 9430031J16 gene","9430031J16Rik","1","241134","NM_172849","MGI:2443135","",""
"RIKEN cDNA 9430034D17 gene (non-RefSeq)","9430034D17Rik*","","0","9430034D17","","",""
"RIKEN cDNA 9430038I01 gene","9430038I01Rik","7","77252","XM_133909","MGI:1924502","",""
"RIKEN cDNA 9430041J12 gene (non-RefSeq)","9430041J12Rik*","","0","9430041J12","","",""
"RIKEN cDNA 9430056A22 gene","9430056A22Rik","15","403208","NM_207533","MGI:2686075","",""
"RIKEN cDNA 9430056M06 gene (non-RefSeq)","9430056M06Rik*","","0","9430056M06","","",""
"RIKEN cDNA 9430057O19 gene","9430057O19Rik","5","231093","NM_174849","MGI:2441745","",""
"RIKEN cDNA 9430065L06 gene (non-RefSeq)","9430065L06Rik*","","0","9430065L06","","",""
"RIKEN cDNA 9430067K14 gene","9430067K14Rik","1","241075","NM_175509","MGI:2443627","",""
"RIKEN cDNA 9430069J07 gene","9430069J07Rik","1","211383","NM_213727","MGI:3026939","",""
"RIKEN cDNA 9430071P14 gene","9430071P14Rik","6","320590","NM_177200","MGI:2444335","",""
"RIKEN cDNA 9430073N08 gene","9430073N08Rik","10","77296","XM_125627","MGI:1924546","",""
"RIKEN cDNA 9430076C15 gene","9430076C15Rik","6","320189","NM_177095","MGI:2443551","",""
"RIKEN cDNA 9430077A04 gene","9430077A04Rik","14","320321","NM_177134","MGI:2443810","",""
"RIKEN cDNA 9430083G14 gene","9430083G14Rik","X","68117","NM_026565","MGI:1915367","Q78IK4",""
"hypothetical protein 9430083I22","9430083I22","2","329514","NM_177848","","",""
"RIKEN cDNA 9430088L24 gene","9430088L24Rik","2","381380","XM_358561","MGI:2686479","",""
"RIKEN cDNA 9430091E24 gene","9430091E24Rik","8","434350","XM_489247","MGI:1924618","",""
"RIKEN cDNA 9430097D07 gene","9430097D07Rik","2","319245","NM_175679","MGI:2441749","",""
"RIKEN cDNA 9530002B09 gene","9530002B09Rik","4","77432","NM_023865","MGI:1924682","",""
"RIKEN cDNA 9530002K18 gene","9530002K18Rik","18","77424","NM_183123","MGI:1924674","",""
"RIKEN cDNA 9530003J23 gene","9530003J23Rik","10","77397","NM_029906","MGI:1924647","",""
"RIKEN cDNA 9530004P13 gene (non-RefSeq)","9530004P13Rik*","","0","9530004P13","","",""
"RIKEN cDNA 9530008L14 gene","9530008L14Rik","13","109254","NM_175417","MGI:1924596","Q8C138",""
"RIKEN cDNA 9530009G21 gene","9530009G21Rik","10","320305","NM_177131","MGI:2443777","",""
"RIKEN cDNA 9530016A12 gene (non-RefSeq)","9530016A12Rik*","","0","9530016A12","","",""
"RIKEN cDNA 9530019H20 gene","9530019H20Rik","8","320999","NM_177308","MGI:2445212","",""
"RIKEN cDNA 9530020G05 gene","9530020G05Rik","6","101240","XM_145240","MGI:2141558","",""
"RIKEN cDNA 9530020I12 gene","9530020I12Rik","12","77442","XM_488624","MGI:1924692","",""
"RIKEN cDNA 9530020O07 gene (non-RefSeq)","9530020O07Rik*","","0","9530020O07","","",""
"RIKEN cDNA 9530026P05 gene","9530026P05Rik","6","330385","NM_001002899","MGI:1924659","",""
"RIKEN cDNA 9530033F24 gene","9530033F24Rik","11","268469","NM_201609","MGI:2442221","",""
"RIKEN cDNA 9530043G02 gene","9530043G02Rik","4","109338","NM_175426","","",""
"RIKEN cDNA 9530048O09 gene","9530048O09Rik","4","78611","XM_358611","MGI:1925861","",""
"RIKEN cDNA 9530053A07 gene","9530053A07Rik","7","319482","NM_176924","MGI:2442118","",""
"hypothetical protein 9530053H22","9530053H22","18","328919","NM_177827","","",""
"RIKEN cDNA 9530056K15 gene","9530056K15Rik","5","320650","NM_177218","MGI:2444456","",""
"RIKEN cDNA 9530058B02 gene","9530058B02Rik","17","68241","NM_026633","MGI:1915491","",""
"hypothetical protein 9530064J02","9530064J02","7","330631","XM_489200","","",""
"RIKEN cDNA 9530066K23 gene","9530066K23Rik","11","214112","NM_172524","MGI:2444671","",""
"RIKEN cDNA 9530068E07 gene","9530068E07Rik","11","213673","XM_203329","MGI:2654705","Q8K201",""
"RIKEN cDNA 9530077C05 gene","9530077C05Rik","9","68283","NM_026739","MGI:1915533","",""
"RIKEN cDNA 9530080M15 gene","9530080M15Rik","10","78516","XM_488560","MGI:1925766","",""
"RIKEN cDNA 9530080O11 gene","9530080O11Rik","4","319247","NM_175680","MGI:2441751","",""
"RIKEN cDNA 9530085C10 gene (non-RefSeq)","9530085C10Rik*","","0","9530085C10","","",""
"RIKEN cDNA 9530085L02 gene","9530085L02Rik","","442822","NM_001002783","MGI:3045286","",""
"RIKEN cDNA 9530089B04 gene (non-RefSeq)","9530089B04Rik*","","0","9530089B04","","",""
"RIKEN cDNA 9530091C08 gene","9530091C08Rik","9","320440","NM_177159","MGI:2444034","",""
"RIKEN cDNA 9530096D07 gene","9530096D07Rik","4","242681","XM_144080","MGI:2441753","",""
"RIKEN cDNA 9530096I01 gene (non-RefSeq)","9530096I01Rik*","","0","9530096I01","","",""
"RIKEN cDNA 9530098N22 gene","9530098N22Rik","4","320640","NM_178786","MGI:2444425","",""
"RIKEN cDNA 9630007P13 gene (non-RefSeq)","9630007P13Rik*","","0","9630007P13","","",""
"RIKEN cDNA 9630008K15 gene","9630008K15Rik","5","269637","NM_175651","MGI:2442451","",""
"RIKEN cDNA 9630011N22 gene","9630011N22Rik","13","320753","NM_177252","","",""
"RIKEN cDNA 9630013D21 gene","9630013D21Rik","4","319743","NM_176994","MGI:2442649","",""
"RIKEN cDNA 9630013P03 gene (non-RefSeq)","9630013P03Rik*","","0","9630013P03","","",""
"RIKEN cDNA 9630017J07 gene (non-RefSeq)","9630017J07Rik*","","0","9630017J07","","",""
"RIKEN cDNA 9630019K15 gene","9630019K15Rik","17","320111","NM_178774","MGI:2443403","","G03866"
"RIKEN cDNA 9630025I21 gene","9630025I21Rik","13","408067","XM_484276","MGI:3040702","",""
"RIKEN cDNA 9630028B13 gene","9630028B13Rik","1","319562","NM_176943","MGI:2442281","",""
"RIKEN cDNA 9630031F12 gene","9630031F12Rik","5","58227","NM_021416","MGI:2442958","",""
"RIKEN cDNA 9630031F12 gene","9630031F12Rik","5","58227","TC1551175","MGI:2442958","",""
"RIKEN cDNA 9630033F20 gene","9630033F20Rik","6","319801","NM_177003","MGI:2442752","Q8BZA9",""
"RIKEN cDNA 9630034N24 gene (non-RefSeq)","9630034N24Rik*","","0","9630034N24","","",""
"RIKEN cDNA 9630037P07 gene","9630037P07Rik","1","227210","XM_149022","MGI:2138614","",""
"RIKEN cDNA 9630040P08 gene (non-RefSeq)","9630040P08Rik*","","0","9630040P08","","",""
"RIKEN cDNA 9630041A04 gene","9630041A04Rik","","442798","NM_001002768","MGI:3045242","",""
"RIKEN cDNA 9630041N07 gene","9630041N07Rik","11","214779","NM_173387","MGI:3053099","",""
"RIKEN cDNA 9630042H07 gene","9630042H07Rik","X","270624","NM_178753","MGI:2444925","",""
"RIKEN cDNA 9630044O09 gene","9630044O09Rik","14","105439","NM_198014","MGI:2145578","",""
"RIKEN cDNA 9630046K23 gene","9630046K23Rik","16","224143","NM_172380","MGI:2444232","",""
"RIKEN cDNA 9630050M13 gene","9630050M13Rik","2","269233","XM_194000","MGI:2442917","",""
"RIKEN cDNA 9630054F20 gene","9630054F20Rik","11","327900","NM_173784","MGI:2444752","Q6PGH0",""
"RIKEN cDNA 9630055N22 gene","9630055N22Rik","1","226844","NM_198025","MGI:2444881","",""
"RIKEN cDNA 9630058J23 gene","9630058J23Rik","1","226744","NM_146105","MGI:2445141","",""
"RIKEN cDNA 9830001H06 gene","9830001H06Rik","2","320706","XM_283804","MGI:2444575","",""
"RIKEN cDNA 9830002I17 gene","9830002I17Rik","11","77577","XM_126365","MGI:1924827","",""
"RIKEN cDNA 9830102E05 gene","9830102E05Rik","6","277898","NM_177787","MGI:3607714","",""
"RIKEN cDNA 9830123M21 gene","9830123M21Rik","1","226438","NM_177642","MGI:3045352","",""
"RIKEN cDNA 9830124H08 gene","9830124H08Rik","14","219105","NM_144842","MGI:3041170","",""
"RIKEN cDNA 9830128D06 gene (non-RefSeq)","9830128D06Rik*","","0","9830128D06","","",""
"RIKEN cDNA 9830130M13 gene","9830130M13Rik","13","238875","NM_177713","MGI:3608341","",""
"RIKEN cDNA 9830134C10 gene","9830134C10Rik","","442827","NM_001002786","MGI:3045302","",""
"RIKEN cDNA 9830134N18 gene (non-RefSeq)","9830134N18Rik*","","0","9830134N18","","",""
"RIKEN cDNA 9830143C23 gene (non-RefSeq)","9830143C23Rik*","","0","9830143C23","","",""
"RIKEN cDNA 9830147P19 gene","9830147P19Rik","9","320711","NM_177238","MGI:2444582","",""
"RIKEN cDNA 9830163H01 gene","9830163H01Rik","9","414109","NM_001001500","MGI:3041213","",""
"RIKEN cDNA 9830166N24 gene (non-RefSeq)","9830166N24Rik*","","0","9830166N24","","",""
"RIKEN cDNA 9830168E02 gene (non-RefSeq)","9830168E02Rik*","","0","9830168E02","","",""
"RIKEN cDNA 9830169C18 gene","9830169C18Rik","12","217705","NM_172581","MGI:2443027","Q8CB59",""
"RIKEN cDNA 9930005F22 gene","9930005F22Rik","4","435821","XM_487839","MGI:3588193","",""
"RIKEN cDNA 9930012K11 gene","9930012K11Rik","14","268759","NM_001004155","MGI:2145726","",""
"RIKEN cDNA 9930013L23 gene","9930013L23Rik","7","80982","NM_030728","MGI:2443629","Q8BI06","G00340"
"RIKEN cDNA 9930014A18 gene","9930014A18Rik","15","320469","NM_177166","MGI:2444091","",""
"RIKEN cDNA 9930021D14 gene","9930021D14Rik","17","319259","NM_175682","MGI:2441766","",""
"RIKEN cDNA 9930021J03 gene","9930021J03Rik","19","240613","NM_172836","MGI:2444398","",""
"RIKEN cDNA 9930021J17 gene","9930021J17Rik","3","229488","NM_172682","MGI:2444746","",""
"RIKEN cDNA 9930022D16 gene","9930022D16Rik","11","320509","NM_177179","MGI:2444178","",""
"RIKEN cDNA 9930022N03 gene","9930022N03Rik","Un","245126","NM_177363","MGI:2442280","",""
"RIKEN cDNA 9930023K05 gene","9930023K05Rik","19","226245","NM_172641","MGI:2443041","",""
"RIKEN cDNA 9930024G20 gene (non-RefSeq)","9930024G20Rik*","","0","9930024G20","","",""
"RIKEN cDNA 9930028C20 gene","9930028C20Rik","1","226418","NM_178691","MGI:2442596","",""
"RIKEN cDNA 9930032O22 gene","9930032O22Rik","5","320454","NM_177162","MGI:2444058","Q8BZ10",""
"RIKEN cDNA 9930038B18 gene","9930038B18Rik","12","319503","NM_176929","MGI:2442156","",""
"RIKEN cDNA 9930039A11 gene","9930039A11Rik","11","320040","NM_177060","MGI:2443227","",""
"RIKEN cDNA 9930104L06 gene","9930104L06Rik","4","194268","NM_177573","MGI:3041172","",""
"RIKEN cDNA 9930111J21 gene","9930111J21Rik","11","245240","NM_173434","MGI:3041173","",""
"RIKEN cDNA 9930117J11 gene (non-RefSeq)","9930117J11Rik*","","0","9930117J11","","",""
"RIKEN cDNA A030001H23 gene","A030001H23Rik","4","230613","NM_177668","MGI:2685416","",""
"RIKEN cDNA A030004J04 gene","A030004J04Rik","3","109314","NM_175424","MGI:1925680","",""
"RIKEN cDNA A030005K14 gene","A030005K14Rik","1","77921","NM_030005","MGI:1925171","",""
"RIKEN cDNA A030007E19 gene","A030007E19Rik","7","77215","XM_489211","MGI:1924465","",""
"RIKEN cDNA A030007L17 gene","A030007L17Rik","6","68252","NM_026637","MGI:1915502","Q9D7X8",""
"hypothetical protein A030007L22","A030007L22","13","328264","NM_177810","","",""
"hypothetical protein A030008J09","A030008J09","13","328231","NM_177808","","",""
"RIKEN cDNA A030009A09 gene","A030009A09Rik","10","77763","XM_358393","MGI:1925013","",""
"RIKEN cDNA A030009H04 gene","A030009H04Rik","11","80515","NM_020591","MGI:1915359","",""
"RIKEN cDNA A030011F13 gene (non-RefSeq)","A030011F13Rik*","","0","A030011F13","","",""
"hypothetical protein A030011M19","A030011M19","1","240916","NM_177723","","",""
"RIKEN cDNA A030013N09 gene","A030013N09Rik","4","329918","NM_177864","MGI:3045341","",""
"RIKEN cDNA A130004G07 gene","A130004G07Rik","2","320687","NM_177228","MGI:2444532","",""
"RIKEN cDNA A130010J15 gene","A130010J15Rik","1","319266","NM_181048","MGI:2441776","",""
"RIKEN cDNA A130014H13 gene","A130014H13Rik","12","319630","Mm.131049","MGI:2442428","",""
"RIKEN cDNA A130014H13 gene","A130014H13Rik","12","319630","NM_176964","MGI:2442428","",""
"RIKEN cDNA A130017F12 gene (non-RefSeq)","A130017F12Rik*","","0","A130017F12","","",""
"RIKEN cDNA A130022J15 gene","A130022J15Rik","6","101351","NM_175313","MGI:2141669","",""
"RIKEN cDNA A130023E24 gene","A130023E24Rik","","442810","NM_001002776","MGI:3045272","",""
"RIKEN cDNA A130023I24 gene","A130023I24Rik","7","320569","NM_177194","MGI:2444285","",""
"RIKEN cDNA A130028J20 gene","A130028J20Rik","X","245523","XM_141968","","",""
"RIKEN cDNA A130029G22 gene (non-RefSeq)","A130029G22Rik*","","0","A130029G22","","",""
"RIKEN cDNA A130030D10 gene","A130030D10Rik","2","277395","NM_177783","MGI:3045343","",""
"RIKEN cDNA A130030D18 gene","A130030D18Rik","2","228116","XM_149162","MGI:2685404","",""
"hypothetical protein A130033B22","A130033B22","17","328839","NM_177825","","",""
"RIKEN cDNA A130034H22 gene (non-RefSeq)","A130034H22Rik*","","0","A130034H22","","",""
"RIKEN cDNA A130042E20 gene","A130042E20Rik","10","216119","NM_172550","MGI:2656825","",""
"RIKEN cDNA A130050O07 gene","A130050O07Rik","1","320138","NM_177080","MGI:2443458","",""
"RIKEN cDNA A130066N16 gene","A130066N16Rik","","442804","NM_001002772","MGI:3045250","",""
"RIKEN cDNA A130075I05 gene (non-RefSeq)","A130075I05Rik*","","0","A130075I05","","",""
"RIKEN cDNA A130084B18 gene (non-RefSeq)","A130084B18Rik*","","0","A130084B18","","",""
"RIKEN cDNA A130092J06 gene","A130092J06Rik","2","241303","NM_175511","MGI:2443569","","G01797"
"RIKEN cDNA A130095K04 gene (non-RefSeq)","A130095K04Rik*","","0","A130095K04","","",""
"RIKEN cDNA A130099B10 gene (non-RefSeq)","A130099B10Rik*","","0","A130099B10","","",""
"RIKEN cDNA A230004C22 gene (non-RefSeq)","A230004C22Rik*","","0","A230004C22","","",""
"RIKEN cDNA A230010G09 gene (non-RefSeq)","A230010G09Rik*","","0","A230010G09","","",""
"RIKEN cDNA A230015A11 gene (non-RefSeq)","A230015A11Rik*","","0","A230015A11","","",""
"RIKEN cDNA A230028O05 gene","A230028O05Rik","16","319487","XM_488773","MGI:2442126","",""
"RIKEN cDNA A230032E15 gene (non-RefSeq)","A230032E15Rik*","","0","A230032E15","","",""
"RIKEN cDNA A230034C19 gene (non-RefSeq)","A230034C19Rik*","","0","A230034C19","","",""
"RIKEN cDNA A230035D19 gene (non-RefSeq)","A230035D19Rik*","","0","A230035D19","","",""
"RIKEN cDNA A030001O10 gene","A230042K10Rik","13","218314","NM_177622","MGI:3040707","",""
"RIKEN cDNA A230044A09 gene (non-RefSeq)","A230044A09Rik*","","0","A230044A09","","",""
"RIKEN cDNA A230046K03 gene","A230046K03Rik","10","319277","XM_193573","MGI:2441787","",""
"RIKEN cDNA A230048G03 gene","A230048G03Rik","17","320473","XM_283480","MGI:2444098","",""
"RIKEN cDNA A230050P20 gene","A230050P20Rik","9","319278","NM_175687","MGI:2441788","",""
"RIKEN cDNA A230051G13 gene","A230051G13Rik","11","216792","NM_173785","MGI:3041174","",""
"RIKEN cDNA A230052G05 gene","A230052G05Rik","","442796","NM_001002766","MGI:3045239","",""
"RIKEN cDNA A230057D06 gene","A230057D06Rik","7","319893","XM_489183","MGI:2442922","",""
"RIKEN cDNA A230057G18 gene","A230057G18Rik","5","330166","XM_489103","MGI:2444886","",""
"RIKEN cDNA A230059C12 gene (non-RefSeq)","A230059C12Rik*","","0","A230059C12","","",""
"RIKEN cDNA A230059G12 gene","A230059G12Rik","2","319935","NM_177037","MGI:2443007","",""
"RIKEN cDNA A230062G08 gene","A230062G08Rik","5","231326","NM_173765","MGI:2442517","",""
"RIKEN cDNA A230063L24 gene","A230063L24Rik","8","319555","NM_176940","MGI:2442268","",""
"RIKEN cDNA A230063N22 gene (non-RefSeq)","A230063N22Rik*","","0","A230063N22","","",""
"RIKEN cDNA A230065C20 gene","A230065C20Rik","","442815","NM_001002779","MGI:3045279","",""
"RIKEN cDNA A230065H16 gene","A230065H16Rik","12","380787","XM_354697","MGI:2685744","","G02548"
"RIKEN cDNA A230066D03 gene","A230066D03Rik","10","380656","XM_358398","MGI:2686402","",""
"RIKEN cDNA A230067G21 gene","A230067G21Rik","2","241694","XM_619819","MGI:3036245","",""
"RIKEN cDNA A230069A22 gene","A230069A22Rik","4","320587","XM_489069","MGI:2444329","",""
"RIKEN cDNA A230069K02 gene (non-RefSeq)","A230069K02Rik*","","0","A230069K02","","",""
"RIKEN cDNA A230072I06 gene (non-RefSeq)","A230072I06Rik*","","0","A230072I06","","",""
"RIKEN cDNA A230073J18 gene (non-RefSeq)","A230073J18Rik*","","0","A230073J18","","",""
"RIKEN cDNA A230074B11 gene","A230074B11Rik","1","215413","NM_177334","MGI:2443831","",""
"RIKEN cDNA A230078I01 gene (non-RefSeq)","A230078I01Rik*","","0","A230078I01","","",""
"RIKEN cDNA A230078I05 gene","A230078I05Rik","1","319998","NM_177056","MGI:2443133","",""
"RIKEN cDNA A230079K17 gene","A230079K17Rik","1","240960","NM_172846","MGI:2444525","",""
"RIKEN cDNA A230079O03 gene (non-RefSeq)","A230079O03Rik*","","0","A230079O03","","",""
"RIKEN cDNA A230083A21 gene (non-RefSeq)","A230083A21Rik*","","0","A230083A21","","",""
"RIKEN cDNA A230083G16 gene","A230083G16Rik","","442825","NM_001002785","MGI:3045289","",""
"RIKEN cDNA A230083H22 gene","A230083H22Rik","19","353211","NM_181348","MGI:2443750","",""
"RIKEN cDNA A230083H22 gene","A230083H22Rik","19","353211","XM_990995","MGI:2443750","",""
"RIKEN cDNA A230085B16 gene","A230085B16Rik","","442823","NM_001002784","MGI:3045287","",""
"RIKEN cDNA A230091H23 gene","A230091H23Rik","18","328971","NM_177829","MGI:3584533","",""
"RIKEN cDNA A230096H11 gene (non-RefSeq)","A230096H11Rik*","","0","A230096H11","","",""
"hypothetical protein A230097C02","A230097C02","7","330552","NM_177892","","",""
"RIKEN cDNA A230097K15 gene","A230097K15Rik","5","231510","NM_172715","MGI:3603816","",""
"RIKEN cDNA A230097P14 gene (non-RefSeq)","A230097P14Rik*","","0","A230097P14","","",""
"RIKEN cDNA A230106M15 gene","A230106M15Rik","5","231717","NM_175474","MGI:2442708","",""
"RIKEN cDNA A230106M20 gene","A230106M20Rik","7","210094","XM_357746","MGI:2686277","",""
"hypothetical protein A230106N23","A230106N23","1","329274","NM_177838","","",""
"RIKEN cDNA A230109K23 gene","A230109K23Rik","10","77764","unknown","","",""
"ataxin 2 binding protein 1","A2bp1","16","268859","NM_021477","MGI:1926224","Q9JJ43",""
"RIKEN cDNA A330004N04 gene (non-RefSeq)","A330004N04Rik*","","0","A330004N04","","",""
"RIKEN cDNA A330008L17 gene","A330008L17Rik","8","234624","NM_175479","MGI:2443215","",""
"RIKEN cDNA A330009N23 gene","A330009N23Rik","15","380977","XM_358477","MGI:2443491","",""
"RIKEN cDNA A330017A19 gene","A330017A19Rik","","442840","NM_001002793","MGI:3045380","",""
"RIKEN cDNA A330019N05 gene","A330019N05Rik","10","215890","NM_175448","MGI:2443223","",""
"RIKEN cDNA A330019P12 gene (non-RefSeq)","A330019P12Rik*","","0","A330019P12","","",""
"RIKEN cDNA A330021E22 gene","A330021E22Rik","5","207686","NM_172447","MGI:2443778","",""
"RIKEN cDNA A330023F24 gene","A330023F24Rik","1","320400","NM_177154","","",""
"RIKEN cDNA A330035P11 gene","A330035P11Rik","14","319727","NM_176990","MGI:2442610","",""
"RIKEN cDNA A330041J22 gene","A330041J22Rik","9","319556","NM_176941","MGI:2442269","",""
"RIKEN cDNA A330043C09 gene","A330043C09Rik","2","329430","XM_287143","MGI:2685671","",""
